InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
555070,SKU_1160,Blue Pen,8,2022-12-11 00:00,54.53,44901.0,Germany,0.02,Credit Card,22.54,Electronics,In-store,Returned,Royal Mail,Amsterdam,Low
473345,SKU_1263,Headphones,8,2022-12-11 01:00,67.78,70491.0,Belgium,0.01,paypall,29.73,Apparel,In-store,Not Returned,FedEx,Amsterdam,Medium
913713,SKU_1701,Backpack,37,2022-12-11 02:00,53.39,44863.0,Netherlands,0.17,Credit Card,6.36,Apparel,Online,Not Returned,DHL,Rome,High
450161,SKU_1379,Notebook,-28,2022-12-11 03:00,-43.73,,Italy,1.7560513742626909,Bank Transfer,,Stationery,In-store,Not Returned,DHL,,High
458149,SKU_1752,Headphones,9,2022-12-11 04:00,20.04,46615.0,United Kingdom,0.22,Credit Card,8.58,Furniture,Online,Not Returned,DHL,Paris,Low
184403,SKU_1079,Headphones,43,2022-12-11 05:00,74.4,88050.0,Italy,0.09,Bank Transfer,17.61,Electronics,In-store,Not Returned,UPS,Rome,Medium
468167,SKU_1270,Headphones,34,2022-12-11 06:00,12.59,58158.0,Netherlands,0.41,Bank Transfer,23.39,Electronics,In-store,Not Returned,FedEx,Amsterdam,Medium
285024,SKU_1424,Blue Pen,25,2022-12-11 07:00,71.49,52724.0,Portugal,0.45,Credit Card,17.36,Electronics,In-store,Not Returned,UPS,Rome,High
122766,SKU_1615,Backpack,-16,2022-12-11 08:00,67.71,,Australia,0.12,Bank Transfer,,Accessories,Online,Not Returned,FedEx,,High
850633,SKU_1435,USB Cable,3,2022-12-11 09:00,98.61,,France,0.36,Credit Card,19.13,Electronics,In-store,Not Returned,UPS,,Low
514429,SKU_1921,Wall Clock,38,2022-12-11 10:00,23.6,,France,0.49,Credit Card,22.71,Electronics,Online,Not Returned,DHL,London,Low
456035,SKU_1077,Backpack,32,2022-12-11 11:00,60.93,22696.0,Australia,0.0,Bank Transfer,26.29,Accessories,In-store,Returned,FedEx,Amsterdam,Medium
948671,SKU_1523,Desk Lamp,-34,2022-12-11 12:00,-19.62,,United States,1.8951269199474843,paypall,,Accessories,In-store,Not Returned,UPS,,Medium
253609,SKU_1794,Headphones,10,2022-12-11 13:00,66.75,65904.0,Portugal,0.42,Bank Transfer,6.62,Furniture,Online,Not Returned,UPS,Amsterdam,Low
496010,SKU_1110,Headphones,2,2022-12-11 14:00,52.02,73322.0,Germany,0.05,paypall,16.79,Stationery,Online,Not Returned,DHL,Amsterdam,High
552420,SKU_1990,Wall Clock,18,2022-12-11 15:00,34.87,80242.0,Netherlands,0.29,paypall,6.59,Apparel,In-store,Not Returned,DHL,Amsterdam,High
865192,SKU_1451,T-shirt,40,2022-12-11 16:00,65.2,81889.0,United Kingdom,0.08,Bank Transfer,26.94,Electronics,Online,Not Returned,DHL,Paris,Low
263396,SKU_1413,Desk Lamp,24,2022-12-11 17:00,57.28,22279.0,Norway,0.2,Credit Card,18.65,Accessories,Online,Returned,UPS,Rome,Medium
156764,SKU_1259,Wireless Mouse,23,2022-12-11 18:00,75.37,28846.0,United States,0.35,Credit Card,7.2,Furniture,Online,Returned,UPS,Paris,High
655146,SKU_1821,Wireless Mouse,41,2022-12-11 19:00,4.34,64389.0,Netherlands,0.33,paypall,5.32,Accessories,In-store,Not Returned,FedEx,Rome,High
142850,SKU_1350,Wall Clock,49,2022-12-11 20:00,83.94,72172.0,Australia,0.09,Credit Card,10.17,Furniture,In-store,Not Returned,FedEx,London,Low
751459,SKU_1929,Office Chair,2,2022-12-11 21:00,94.89,29420.0,United Kingdom,0.29,paypall,24.75,Stationery,Online,Not Returned,UPS,London,Low
445161,SKU_1707,Notebook,41,2022-12-11 22:00,17.33,11517.0,Sweden,0.03,Bank Transfer,28.96,Apparel,In-store,Not Returned,FedEx,Berlin,High
937222,SKU_1851,Desk Lamp,34,2022-12-11 23:00,23.2,49058.0,Belgium,0.13,Bank Transfer,23.49,Stationery,In-store,Not Returned,Royal Mail,London,Medium
443264,SKU_1183,White Mug,27,2022-12-12 00:00,51.14,53312.0,Italy,0.12,Credit Card,19.51,Stationery,Online,Not Returned,FedEx,Rome,High
896282,SKU_1657,White Mug,47,2022-12-12 01:00,70.8,18846.0,Australia,0.42,Credit Card,13.61,Stationery,Online,Not Returned,DHL,London,Low
846597,SKU_1174,Wall Clock,35,2022-12-12 02:00,46.76,64264.0,Portugal,0.22,Credit Card,21.38,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
468903,SKU_1711,Desk Lamp,8,2022-12-12 03:00,46.7,61310.0,Sweden,0.06,Bank Transfer,19.45,Apparel,In-store,Not Returned,UPS,Rome,Low
602704,SKU_1699,White Mug,7,2022-12-12 04:00,99.82,86018.0,Germany,0.05,Bank Transfer,21.71,Stationery,In-store,Not Returned,UPS,Paris,Low
801335,SKU_1617,USB Cable,13,2022-12-12 05:00,36.07,57183.0,France,0.12,Credit Card,20.35,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
296582,SKU_1954,Headphones,-5,2022-12-12 06:00,-60.05,,Germany,0.23,Bank Transfer,,Furniture,Online,Not Returned,DHL,,High
952128,SKU_1385,Wall Clock,13,2022-12-12 07:00,82.36,95084.0,Spain,0.22,Bank Transfer,16.88,Stationery,Online,Not Returned,FedEx,Rome,Low
781192,SKU_1888,Backpack,17,2022-12-12 08:00,19.44,61795.0,Sweden,0.45,Credit Card,7.57,Furniture,Online,Not Returned,DHL,Rome,High
327818,SKU_1584,Wall Clock,15,2022-12-12 09:00,95.56,95911.0,Italy,0.06,Credit Card,9.98,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low
712114,SKU_1271,Blue Pen,14,2022-12-12 10:00,19.51,58777.0,Germany,0.31,paypall,19.37,Furniture,Online,Not Returned,Royal Mail,Paris,Low
255958,SKU_1725,Notebook,19,2022-12-12 11:00,52.8,89088.0,Italy,0.16,Bank Transfer,19.98,Apparel,In-store,Not Returned,Royal Mail,Paris,High
853290,SKU_1185,Wall Clock,35,2022-12-12 12:00,57.3,,Spain,0.47,Credit Card,29.14,Apparel,In-store,Not Returned,Royal Mail,,High
763778,SKU_1651,Backpack,18,2022-12-12 13:00,61.39,47478.0,Australia,0.12,Credit Card,26.59,Electronics,Online,Not Returned,UPS,Berlin,Medium
747440,SKU_1900,USB Cable,17,2022-12-12 14:00,13.34,10345.0,Norway,0.24,Credit Card,18.9,Electronics,Online,Returned,Royal Mail,Amsterdam,Medium
631369,SKU_1166,White Mug,20,2022-12-12 15:00,10.38,24368.0,Germany,0.33,Bank Transfer,27.29,Apparel,Online,Not Returned,Royal Mail,London,High
464860,SKU_1142,Office Chair,25,2022-12-12 16:00,22.76,58348.0,Netherlands,0.1,Credit Card,16.08,Accessories,Online,Not Returned,UPS,Berlin,High
765474,SKU_1492,Desk Lamp,37,2022-12-12 17:00,66.74,84267.0,Spain,0.42,Credit Card,9.7,Furniture,In-store,Not Returned,DHL,London,Medium
873205,SKU_1071,Wall Clock,23,2022-12-12 18:00,4.21,16843.0,Sweden,0.33,Bank Transfer,9.72,Furniture,In-store,Not Returned,Royal Mail,London,Low
380866,SKU_1343,White Mug,23,2022-12-12 19:00,65.46,33096.0,Belgium,0.47,Credit Card,13.6,Accessories,Online,Not Returned,FedEx,Amsterdam,Low
449652,SKU_1498,USB Cable,11,2022-12-12 20:00,26.56,70759.0,Australia,0.48,paypall,9.7,Accessories,Online,Returned,FedEx,Paris,High
117985,SKU_1146,Wall Clock,46,2022-12-12 21:00,11.52,81381.0,Sweden,0.31,Credit Card,16.7,Electronics,In-store,Not Returned,UPS,Berlin,Medium
499104,SKU_1612,Backpack,20,2022-12-12 22:00,38.45,74634.0,Portugal,0.41,Bank Transfer,13.12,Accessories,In-store,Not Returned,DHL,Rome,High
590899,SKU_1500,Office Chair,7,2022-12-12 23:00,47.04,42396.0,Netherlands,0.08,Bank Transfer,19.29,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium
482378,SKU_1337,Office Chair,23,2022-12-13 00:00,26.7,29508.0,Norway,0.22,Bank Transfer,7.32,Furniture,In-store,Not Returned,UPS,Berlin,Low
339990,SKU_1084,USB Cable,23,2022-12-13 01:00,81.26,26321.0,Portugal,0.37,Credit Card,9.53,Stationery,Online,Not Returned,FedEx,Berlin,High
970277,SKU_1816,USB Cable,27,2022-12-13 02:00,46.35,44946.0,Belgium,0.46,paypall,10.85,Electronics,Online,Not Returned,DHL,Berlin,Medium
774659,SKU_1890,Office Chair,21,2022-12-13 03:00,35.27,15833.0,United States,0.1,Bank Transfer,16.47,Furniture,In-store,Returned,FedEx,Amsterdam,Medium
206747,SKU_1806,Wireless Mouse,21,2022-12-13 04:00,94.22,51597.0,Spain,0.42,paypall,24.64,Stationery,In-store,Not Returned,DHL,London,Low
122036,SKU_1845,USB Cable,-26,2022-12-13 05:00,-24.77,,Spain,0.26,paypall,,Accessories,In-store,Not Returned,DHL,,Medium
356306,SKU_1142,Headphones,28,2022-12-13 06:00,24.87,15116.0,Portugal,0.17,Credit Card,25.12,Apparel,Online,Not Returned,DHL,London,Low
840781,SKU_1890,Headphones,37,2022-12-13 07:00,95.02,63350.0,Italy,0.31,Bank Transfer,5.02,Stationery,Online,Not Returned,Royal Mail,Paris,Low
653634,SKU_1310,T-shirt,2,2022-12-13 08:00,73.78,98009.0,Australia,0.29,Bank Transfer,9.06,Electronics,Online,Not Returned,UPS,Berlin,Low
475651,SKU_1368,Notebook,29,2022-12-13 09:00,9.59,74004.0,France,0.46,paypall,20.72,Electronics,In-store,Not Returned,UPS,Paris,High
388835,SKU_1706,Office Chair,9,2022-12-13 10:00,58.59,17116.0,Belgium,0.13,Bank Transfer,6.92,Apparel,In-store,Not Returned,FedEx,Rome,High
729866,SKU_1695,Notebook,-14,2022-12-13 11:00,-53.1,,Norway,1.9304160573245208,Credit Card,,Stationery,In-store,Not Returned,FedEx,,High
380130,SKU_1812,Notebook,38,2022-12-13 12:00,27.76,45470.0,Sweden,0.2,paypall,12.24,Apparel,Online,Not Returned,DHL,Paris,Medium
783206,SKU_1970,T-shirt,-6,2022-12-13 13:00,92.49,,Australia,0.47,paypall,,Furniture,In-store,Not Returned,DHL,,Medium
936097,SKU_1440,Wall Clock,47,2022-12-13 14:00,63.27,96968.0,France,0.28,Bank Transfer,5.79,Furniture,Online,Not Returned,UPS,London,Medium
737696,SKU_1066,Wall Clock,4,2022-12-13 15:00,62.29,13156.0,Netherlands,0.25,Credit Card,25.26,Accessories,In-store,Not Returned,FedEx,Berlin,High
796761,SKU_1733,Wall Clock,22,2022-12-13 16:00,98.5,86273.0,Australia,0.5,Bank Transfer,27.35,Accessories,In-store,Not Returned,FedEx,Rome,Low
173728,SKU_1773,Notebook,23,2022-12-13 17:00,77.31,74939.0,Norway,0.32,Credit Card,24.27,Furniture,In-store,Not Returned,Royal Mail,London,High
598021,SKU_1837,Blue Pen,6,2022-12-13 18:00,45.59,31394.0,Norway,0.44,Credit Card,15.04,Accessories,Online,Not Returned,DHL,London,High
674342,SKU_1926,Desk Lamp,36,2022-12-13 19:00,53.17,17115.0,Italy,0.21,Credit Card,18.34,Stationery,Online,Not Returned,UPS,Berlin,Low
269559,SKU_1533,USB Cable,20,2022-12-13 20:00,44.36,73160.0,United States,0.35,Bank Transfer,27.16,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High
502628,SKU_1340,White Mug,5,2022-12-13 21:00,92.66,89984.0,Italy,0.11,Credit Card,23.02,Electronics,Online,Not Returned,FedEx,Rome,Medium
705787,SKU_1677,White Mug,12,2022-12-13 22:00,96.22,77437.0,Australia,0.48,paypall,23.29,Apparel,In-store,Not Returned,UPS,Berlin,Medium
806833,SKU_1101,USB Cable,1,2022-12-13 23:00,88.92,39828.0,Netherlands,0.44,Bank Transfer,18.15,Apparel,Online,Not Returned,Royal Mail,Berlin,High
985591,SKU_1313,Wireless Mouse,39,2022-12-14 00:00,1.17,63736.0,Australia,0.41,Bank Transfer,23.02,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium
166553,SKU_1965,T-shirt,41,2022-12-14 01:00,90.23,75476.0,Netherlands,0.25,Credit Card,28.02,Accessories,Online,Not Returned,FedEx,Paris,Low
629567,SKU_1924,Backpack,3,2022-12-14 02:00,12.64,29771.0,Belgium,0.2,Credit Card,15.27,Electronics,In-store,Not Returned,UPS,Berlin,Medium
369856,SKU_1951,White Mug,42,2022-12-14 03:00,52.18,37799.0,Norway,0.23,Bank Transfer,9.81,Electronics,Online,Not Returned,FedEx,Paris,Medium
377961,SKU_1109,Wall Clock,43,2022-12-14 04:00,8.25,22698.0,United States,0.02,Credit Card,16.12,Stationery,In-store,Not Returned,UPS,Rome,Medium
809192,SKU_1906,Desk Lamp,21,2022-12-14 05:00,38.61,42496.0,Netherlands,0.25,Bank Transfer,13.81,Stationery,In-store,Not Returned,Royal Mail,Berlin,Low
455760,SKU_1431,USB Cable,2,2022-12-14 06:00,4.1,80195.0,Portugal,0.14,Credit Card,18.74,Accessories,In-store,Not Returned,FedEx,London,High
499840,SKU_1341,Wireless Mouse,32,2022-12-14 07:00,80.65,65365.0,Spain,0.23,Credit Card,13.98,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low
522342,SKU_1827,Desk Lamp,29,2022-12-14 08:00,61.56,62011.0,Australia,0.1,Bank Transfer,14.89,Apparel,Online,Returned,DHL,London,High
704955,SKU_1178,USB Cable,47,2022-12-14 09:00,7.27,19153.0,Belgium,0.3,Credit Card,24.78,Accessories,Online,Returned,FedEx,London,Low
792822,SKU_1678,Wall Clock,28,2022-12-14 10:00,41.17,79222.0,Australia,0.14,Credit Card,18.09,Electronics,In-store,Not Returned,UPS,London,Low
814036,SKU_1133,Wireless Mouse,33,2022-12-14 11:00,83.51,12679.0,Australia,0.12,Bank Transfer,9.53,Apparel,Online,Not Returned,FedEx,London,Low
802175,SKU_1029,Notebook,26,2022-12-14 12:00,60.36,29768.0,Norway,0.06,Bank Transfer,9.7,Accessories,Online,Not Returned,FedEx,London,High
858315,SKU_1874,Office Chair,15,2022-12-14 13:00,58.57,27902.0,France,0.18,paypall,25.72,Accessories,In-store,Not Returned,FedEx,Rome,High
844271,SKU_1472,Headphones,45,2022-12-14 14:00,46.62,72628.0,Sweden,0.33,paypall,29.25,Furniture,Online,Not Returned,FedEx,Amsterdam,High
912525,SKU_1995,Wall Clock,26,2022-12-14 15:00,48.02,72047.0,Germany,0.47,Credit Card,23.91,Furniture,In-store,Not Returned,Royal Mail,London,High
735318,SKU_1384,White Mug,9,2022-12-14 16:00,89.6,50039.0,Italy,0.33,Bank Transfer,5.57,Accessories,In-store,Not Returned,DHL,London,Low
741673,SKU_1597,Desk Lamp,21,2022-12-14 17:00,60.24,76259.0,Italy,0.36,paypall,11.7,Apparel,In-store,Not Returned,FedEx,London,High
263597,SKU_1008,Wall Clock,20,2022-12-14 18:00,90.76,83069.0,Italy,0.31,Bank Transfer,23.04,Electronics,In-store,Not Returned,FedEx,London,High
129030,SKU_1940,White Mug,49,2022-12-14 19:00,79.16,,United States,0.26,paypall,14.6,Stationery,Online,Not Returned,FedEx,Berlin,Medium
144067,SKU_1135,Notebook,27,2022-12-14 20:00,77.68,39920.0,Belgium,0.36,Bank Transfer,28.55,Accessories,In-store,Not Returned,UPS,Amsterdam,Medium
608961,SKU_1289,Wireless Mouse,42,2022-12-14 21:00,81.14,73702.0,United States,0.19,Credit Card,23.74,Furniture,In-store,Returned,UPS,London,Medium
962865,SKU_1975,Blue Pen,1,2022-12-14 22:00,86.98,46301.0,Italy,0.2,Bank Transfer,7.24,Furniture,Online,Not Returned,UPS,Paris,Low
913071,SKU_1978,Desk Lamp,9,2022-12-14 23:00,10.84,21823.0,Belgium,0.1,Credit Card,21.93,Accessories,In-store,Not Returned,DHL,Amsterdam,High
496008,SKU_1647,Headphones,38,2022-12-15 00:00,22.09,,Sweden,0.24,paypall,12.96,Stationery,Online,Not Returned,FedEx,,Medium
624708,SKU_1651,Office Chair,20,2022-12-15 01:00,39.73,,Germany,0.31,Credit Card,8.75,Accessories,Online,Not Returned,DHL,Berlin,High
587976,SKU_1042,White Mug,19,2022-12-15 02:00,44.77,96599.0,United Kingdom,0.23,paypall,11.12,Apparel,Online,Not Returned,UPS,Paris,Medium
119198,SKU_1104,Headphones,44,2022-12-15 03:00,6.43,68963.0,Australia,0.11,Bank Transfer,5.69,Stationery,In-store,Not Returned,UPS,London,High
801565,SKU_1823,Backpack,11,2022-12-15 04:00,39.09,35683.0,Sweden,0.36,Bank Transfer,25.54,Accessories,In-store,Not Returned,UPS,Paris,Low
182951,SKU_1030,Notebook,14,2022-12-15 05:00,54.16,10758.0,Netherlands,0.03,paypall,28.16,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
861303,SKU_1681,Blue Pen,-9,2022-12-15 06:00,-90.09,,Norway,1.5431809760772102,Credit Card,,Accessories,In-store,Not Returned,Royal Mail,,Medium
904307,SKU_1672,Backpack,12,2022-12-15 07:00,33.63,10763.0,Italy,0.41,Credit Card,13.26,Accessories,Online,Not Returned,DHL,Amsterdam,Medium
170511,SKU_1786,Headphones,45,2022-12-15 08:00,75.84,54273.0,France,0.18,Bank Transfer,10.01,Apparel,In-store,Not Returned,UPS,London,Medium
716285,SKU_1764,White Mug,7,2022-12-15 09:00,89.11,78858.0,Spain,0.48,Bank Transfer,26.66,Furniture,Online,Not Returned,Royal Mail,Paris,Medium
383475,SKU_1218,Blue Pen,3,2022-12-15 10:00,29.17,93928.0,Norway,0.09,paypall,28.01,Furniture,In-store,Not Returned,UPS,London,High
379037,SKU_1983,T-shirt,-10,2022-12-15 11:00,54.0,,France,0.28,paypall,,Stationery,Online,Not Returned,UPS,,High
295985,SKU_1112,Notebook,16,2022-12-15 12:00,66.73,15873.0,Norway,0.04,Credit Card,13.34,Apparel,In-store,Not Returned,DHL,Rome,Low
118243,SKU_1731,Blue Pen,1,2022-12-15 13:00,55.64,93073.0,Netherlands,0.18,paypall,8.96,Electronics,In-store,Not Returned,DHL,Berlin,Low
639823,SKU_1694,Desk Lamp,15,2022-12-15 14:00,28.13,18872.0,Sweden,0.43,Credit Card,16.66,Stationery,In-store,Not Returned,FedEx,Amsterdam,High
556419,SKU_1259,Wireless Mouse,44,2022-12-15 15:00,45.39,11871.0,Norway,0.19,Bank Transfer,23.8,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Low
953826,SKU_1011,Wireless Mouse,11,2022-12-15 16:00,2.48,18142.0,Germany,0.29,paypall,24.68,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High
780849,SKU_1470,Headphones,1,2022-12-15 17:00,89.41,10166.0,Belgium,0.36,Credit Card,19.88,Furniture,In-store,Not Returned,FedEx,Paris,High
441358,SKU_1339,Wireless Mouse,3,2022-12-15 18:00,49.53,37987.0,Belgium,0.07,Bank Transfer,17.91,Stationery,Online,Not Returned,DHL,Amsterdam,High
986801,SKU_1871,Wireless Mouse,22,2022-12-15 19:00,54.0,10681.0,Netherlands,0.0,paypall,28.71,Accessories,In-store,Not Returned,Royal Mail,Rome,Medium
736983,SKU_1923,Backpack,43,2022-12-15 20:00,95.15,51498.0,Belgium,0.2,paypall,19.17,Electronics,In-store,Not Returned,DHL,Amsterdam,Low
315958,SKU_1245,Desk Lamp,6,2022-12-15 21:00,80.44,74097.0,Netherlands,0.37,paypall,11.52,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Medium
375490,SKU_1249,Desk Lamp,22,2022-12-15 22:00,44.39,27509.0,Germany,0.43,Bank Transfer,14.41,Accessories,In-store,Not Returned,Royal Mail,Berlin,Medium
803365,SKU_1569,USB Cable,45,2022-12-15 23:00,19.33,26479.0,Sweden,0.26,paypall,13.76,Accessories,Online,Not Returned,Royal Mail,Berlin,Low
326073,SKU_1508,USB Cable,28,2022-12-16 00:00,59.11,19159.0,France,0.06,Bank Transfer,29.6,Accessories,Online,Not Returned,DHL,Paris,High
746868,SKU_1303,Headphones,14,2022-12-16 01:00,75.88,66922.0,United States,0.08,Bank Transfer,11.25,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium
437468,SKU_1887,Wall Clock,46,2022-12-16 02:00,46.44,62392.0,Netherlands,0.14,Bank Transfer,21.5,Furniture,Online,Not Returned,UPS,Amsterdam,Low
787703,SKU_1891,USB Cable,32,2022-12-16 03:00,35.51,52348.0,Portugal,0.44,paypall,16.63,Accessories,Online,Not Returned,Royal Mail,London,Medium
343470,SKU_1512,USB Cable,-12,2022-12-16 04:00,-79.81,,Australia,0.0,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,Medium
464890,SKU_1360,Headphones,5,2022-12-16 05:00,2.07,99248.0,Portugal,0.14,Credit Card,7.85,Furniture,Online,Not Returned,Royal Mail,Rome,Low
174783,SKU_1714,Notebook,44,2022-12-16 06:00,8.33,33423.0,Spain,0.32,Bank Transfer,23.98,Electronics,In-store,Not Returned,DHL,Amsterdam,Low
539179,SKU_1043,White Mug,35,2022-12-16 07:00,67.34,97103.0,Australia,0.33,Bank Transfer,18.4,Electronics,In-store,Not Returned,FedEx,London,High
791332,SKU_1318,Desk Lamp,11,2022-12-16 08:00,10.07,63538.0,Norway,0.44,paypall,23.33,Accessories,Online,Not Returned,Royal Mail,Amsterdam,High
379103,SKU_1606,Wall Clock,1,2022-12-16 09:00,64.55,58650.0,Belgium,0.15,Bank Transfer,8.11,Accessories,In-store,Not Returned,DHL,Paris,Low
608102,SKU_1488,USB Cable,48,2022-12-16 10:00,15.0,74533.0,Norway,0.48,Bank Transfer,11.42,Accessories,In-store,Not Returned,UPS,Amsterdam,Low
451487,SKU_1293,T-shirt,7,2022-12-16 11:00,76.47,98240.0,United Kingdom,0.08,paypall,6.02,Electronics,In-store,Not Returned,Royal Mail,London,Low
265205,SKU_1508,White Mug,3,2022-12-16 12:00,31.89,39303.0,United States,0.25,paypall,11.87,Apparel,In-store,Not Returned,Royal Mail,London,High
320826,SKU_1520,Desk Lamp,22,2022-12-16 13:00,35.15,85009.0,Belgium,0.49,Credit Card,25.13,Stationery,In-store,Not Returned,FedEx,Amsterdam,Low
151150,SKU_1773,Wireless Mouse,31,2022-12-16 14:00,9.03,41107.0,Portugal,0.25,Bank Transfer,13.78,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High
383878,SKU_1325,Headphones,3,2022-12-16 15:00,6.02,46496.0,Netherlands,0.43,Credit Card,22.32,Electronics,Online,Not Returned,DHL,London,High
641688,SKU_1252,Wall Clock,17,2022-12-16 16:00,57.86,17537.0,United Kingdom,0.22,Bank Transfer,21.45,Electronics,In-store,Not Returned,UPS,Paris,Medium
251074,SKU_1307,USB Cable,18,2022-12-16 17:00,24.74,,France,0.25,Bank Transfer,17.9,Furniture,In-store,Not Returned,DHL,,Medium
984761,SKU_1322,Office Chair,15,2022-12-16 18:00,6.05,85082.0,Norway,0.28,Bank Transfer,8.58,Accessories,Online,Not Returned,Royal Mail,Rome,Low
486582,SKU_1607,T-shirt,38,2022-12-16 19:00,30.29,88734.0,Spain,0.33,Bank Transfer,16.34,Stationery,In-store,Not Returned,Royal Mail,Rome,High
722041,SKU_1866,White Mug,35,2022-12-16 20:00,97.6,15190.0,Norway,0.28,Credit Card,21.91,Accessories,In-store,Not Returned,FedEx,Paris,Medium
324540,SKU_1911,T-shirt,-22,2022-12-16 21:00,-2.69,,United States,1.3644470450157518,paypall,,Furniture,In-store,Not Returned,FedEx,,Low
614497,SKU_1641,USB Cable,41,2022-12-16 22:00,86.11,,Australia,0.13,Bank Transfer,9.62,Electronics,In-store,Not Returned,FedEx,,Medium
471007,SKU_1035,Headphones,30,2022-12-16 23:00,89.43,,Germany,0.05,paypall,10.96,Accessories,In-store,Not Returned,FedEx,Rome,Low
786235,SKU_1616,White Mug,35,2022-12-17 00:00,32.79,57177.0,Sweden,0.07,paypall,12.69,Apparel,Online,Not Returned,DHL,London,Low
256118,SKU_1710,Office Chair,17,2022-12-17 01:00,56.91,15648.0,Norway,0.49,paypall,11.99,Stationery,Online,Not Returned,Royal Mail,Amsterdam,High
254736,SKU_1290,Wireless Mouse,15,2022-12-17 02:00,15.04,26503.0,Spain,0.31,paypall,29.86,Electronics,Online,Not Returned,FedEx,Amsterdam,Low
517669,SKU_1887,Wall Clock,42,2022-12-17 03:00,64.51,42338.0,Spain,0.09,paypall,11.34,Furniture,In-store,Not Returned,Royal Mail,Rome,Medium
629034,SKU_1541,Backpack,27,2022-12-17 04:00,95.8,93530.0,Norway,0.12,Credit Card,7.01,Stationery,Online,Not Returned,UPS,Paris,High
320581,SKU_1940,Wireless Mouse,1,2022-12-17 05:00,35.05,22506.0,Netherlands,0.44,Bank Transfer,11.9,Furniture,Online,Not Returned,DHL,Rome,Medium
748053,SKU_1941,Headphones,30,2022-12-17 06:00,53.22,32124.0,France,0.18,paypall,5.02,Stationery,In-store,Not Returned,Royal Mail,Rome,Low
506433,SKU_1604,Notebook,30,2022-12-17 07:00,31.24,98573.0,Germany,0.42,Bank Transfer,9.17,Stationery,Online,Not Returned,DHL,Rome,High
425328,SKU_1488,Backpack,5,2022-12-17 08:00,45.79,,France,0.14,Credit Card,19.72,Furniture,In-store,Not Returned,FedEx,,Low
188898,SKU_1960,Desk Lamp,1,2022-12-17 09:00,44.37,79893.0,Portugal,0.25,Credit Card,29.45,Accessories,Online,Not Returned,UPS,Berlin,Medium
928267,SKU_1235,Headphones,4,2022-12-17 10:00,72.25,52111.0,Italy,0.23,Bank Transfer,19.55,Furniture,In-store,Not Returned,UPS,Rome,Low
895565,SKU_1384,Headphones,11,2022-12-17 11:00,80.66,,Belgium,0.23,paypall,13.6,Furniture,In-store,Not Returned,Royal Mail,,High
725633,SKU_1360,Wireless Mouse,13,2022-12-17 12:00,86.0,43468.0,Italy,0.4,Credit Card,15.24,Apparel,Online,Not Returned,FedEx,Berlin,Medium
664821,SKU_1952,Notebook,10,2022-12-17 13:00,24.02,82016.0,Spain,0.09,Bank Transfer,19.76,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium
264411,SKU_1966,USB Cable,44,2022-12-17 14:00,25.52,95962.0,United States,0.42,paypall,13.83,Accessories,Online,Not Returned,DHL,Amsterdam,Low
390869,SKU_1706,White Mug,24,2022-12-17 15:00,98.73,34770.0,United States,0.13,Credit Card,15.42,Furniture,In-store,Not Returned,DHL,Rome,High
829692,SKU_1255,Wireless Mouse,20,2022-12-17 16:00,86.11,48571.0,Australia,0.38,paypall,22.12,Electronics,Online,Not Returned,FedEx,London,Low
538596,SKU_1867,Office Chair,18,2022-12-17 17:00,50.18,49077.0,Australia,0.47,Credit Card,9.4,Accessories,Online,Not Returned,DHL,Paris,Medium
541289,SKU_1358,Blue Pen,23,2022-12-17 18:00,98.58,98615.0,Spain,0.43,paypall,19.23,Stationery,In-store,Not Returned,FedEx,Paris,Medium
291945,SKU_1542,Blue Pen,41,2022-12-17 19:00,15.05,99943.0,Netherlands,0.48,Credit Card,15.57,Accessories,Online,Not Returned,UPS,Berlin,High
317972,SKU_1024,Wall Clock,42,2022-12-17 20:00,98.73,91175.0,Netherlands,0.32,Credit Card,6.52,Apparel,In-store,Not Returned,Royal Mail,Rome,High
227240,SKU_1814,White Mug,43,2022-12-17 21:00,26.1,13980.0,Australia,0.12,Bank Transfer,26.51,Stationery,In-store,Not Returned,DHL,Rome,High
272413,SKU_1951,White Mug,35,2022-12-17 22:00,93.11,94764.0,France,0.42,Bank Transfer,12.91,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Medium
